"Line"
"23:51:39 (lmgrd) TIMESTAMP 4/14/2021"
" 4:12:14 (ARCGIS) TIMESTAMP 4/15/2021"
" 5:51:39 (lmgrd) TIMESTAMP 4/15/2021"
"10:17:17 (ARCGIS) TIMESTAMP 4/15/2021"
"11:51:43 (lmgrd) TIMESTAMP 4/15/2021"
"16:22:18 (ARCGIS) TIMESTAMP 4/15/2021"
"17:51:44 (lmgrd) TIMESTAMP 4/15/2021"
"22:27:22 (ARCGIS) TIMESTAMP 4/15/2021"
"23:51:46 (lmgrd) TIMESTAMP 4/15/2021"
" 4:32:25 (ARCGIS) TIMESTAMP 4/16/2021"
" 5:51:50 (lmgrd) TIMESTAMP 4/16/2021"
"10:37:25 (ARCGIS) TIMESTAMP 4/16/2021"
"11:51:51 (lmgrd) TIMESTAMP 4/16/2021"
"16:42:26 (ARCGIS) TIMESTAMP 4/16/2021"
"17:51:51 (lmgrd) TIMESTAMP 4/16/2021"
"22:47:26 (ARCGIS) TIMESTAMP 4/16/2021"
"23:51:51 (lmgrd) TIMESTAMP 4/16/2021"
" 4:52:27 (ARCGIS) TIMESTAMP 4/17/2021"
" 5:51:51 (lmgrd) TIMESTAMP 4/17/2021"
"10:57:29 (ARCGIS) TIMESTAMP 4/17/2021"
"11:51:51 (lmgrd) TIMESTAMP 4/17/2021"
"17:02:31 (ARCGIS) TIMESTAMP 4/17/2021"
"17:51:51 (lmgrd) TIMESTAMP 4/17/2021"
"23:07:31 (ARCGIS) TIMESTAMP 4/17/2021"
"23:51:51 (lmgrd) TIMESTAMP 4/17/2021"
" 5:12:31 (ARCGIS) TIMESTAMP 4/18/2021"
" 5:51:51 (lmgrd) TIMESTAMP 4/18/2021"
"11:17:31 (ARCGIS) TIMESTAMP 4/18/2021"
"11:51:51 (lmgrd) TIMESTAMP 4/18/2021"
"17:22:31 (ARCGIS) TIMESTAMP 4/18/2021"
"17:51:51 (lmgrd) TIMESTAMP 4/18/2021"
"23:27:31 (ARCGIS) TIMESTAMP 4/18/2021"
"23:51:51 (lmgrd) TIMESTAMP 4/18/2021"
" 5:32:31 (ARCGIS) TIMESTAMP 4/19/2021"
" 5:51:51 (lmgrd) TIMESTAMP 4/19/2021"
"11:37:34 (ARCGIS) TIMESTAMP 4/19/2021"
"11:51:53 (lmgrd) TIMESTAMP 4/19/2021"
"17:42:37 (ARCGIS) TIMESTAMP 4/19/2021"
"17:51:53 (lmgrd) TIMESTAMP 4/19/2021"
"23:47:41 (ARCGIS) TIMESTAMP 4/19/2021"
"23:51:56 (lmgrd) TIMESTAMP 4/19/2021"
" 5:51:56 (lmgrd) TIMESTAMP 4/20/2021"
" 5:52:41 (ARCGIS) TIMESTAMP 4/20/2021"
"11:51:56 (lmgrd) TIMESTAMP 4/20/2021"
"11:57:45 (ARCGIS) TIMESTAMP 4/20/2021"
"17:51:59 (lmgrd) TIMESTAMP 4/20/2021"
"18:02:45 (ARCGIS) TIMESTAMP 4/20/2021"
"23:52:03 (lmgrd) TIMESTAMP 4/20/2021"
" 0:07:48 (ARCGIS) TIMESTAMP 4/21/2021"
" 5:52:03 (lmgrd) TIMESTAMP 4/21/2021"
" 6:12:48 (ARCGIS) TIMESTAMP 4/21/2021"
"11:52:03 (lmgrd) TIMESTAMP 4/21/2021"
"12:17:48 (ARCGIS) TIMESTAMP 4/21/2021"
"15:16:04 (ARCGIS) DENIED: ""desktopAdvP"" preikschasj@DT-603019  (Licensed number of users already reached. (-4,342))"
"15:16:04 (ARCGIS) DENIED: ""desktopAdvP"" preikschasj@DT-603019  (Licensed number of users already reached. (-4,342))"
"15:16:09 (ARCGIS) DENIED: ""desktopAdvP"" preikschasj@DT-603019  (Licensed number of users already reached. (-4,342))"
"15:16:10 (ARCGIS) DENIED: ""desktopAdvP"" preikschasj@DT-603019  (Licensed number of users already reached. (-4,342))"
"17:52:04 (lmgrd) TIMESTAMP 4/21/2021"
"18:22:48 (ARCGIS) TIMESTAMP 4/21/2021"
"23:52:04 (lmgrd) TIMESTAMP 4/21/2021"
" 0:27:49 (ARCGIS) TIMESTAMP 4/22/2021"
" 5:52:04 (lmgrd) TIMESTAMP 4/22/2021"
" 6:32:49 (ARCGIS) TIMESTAMP 4/22/2021"
"11:33:42 (ARCGIS) DENIED: ""desktopAdvP"" JonesB@DT-110917  (Licensed number of users already reached. (-4,342))"
"11:33:43 (ARCGIS) DENIED: ""desktopAdvP"" JonesB@DT-110917  (Licensed number of users already reached. (-4,342))"
"11:33:50 (ARCGIS) DENIED: ""desktopAdvP"" JonesB@DT-110917  (Licensed number of users already reached. (-4,342))"
"11:33:51 (ARCGIS) DENIED: ""desktopAdvP"" JonesB@DT-110917  (Licensed number of users already reached. (-4,342))"
"11:52:06 (lmgrd) TIMESTAMP 4/22/2021"
"12:37:49 (ARCGIS) TIMESTAMP 4/22/2021"
"17:52:06 (lmgrd) TIMESTAMP 4/22/2021"
"18:42:50 (ARCGIS) TIMESTAMP 4/22/2021"
"23:52:09 (lmgrd) TIMESTAMP 4/22/2021"
" 0:47:54 (ARCGIS) TIMESTAMP 4/23/2021"
" 5:52:11 (lmgrd) TIMESTAMP 4/23/2021"
" 6:52:57 (ARCGIS) TIMESTAMP 4/23/2021"
"11:52:12 (lmgrd) TIMESTAMP 4/23/2021"
"12:57:57 (ARCGIS) TIMESTAMP 4/23/2021"
"17:52:12 (lmgrd) TIMESTAMP 4/23/2021"
"19:02:57 (ARCGIS) TIMESTAMP 4/23/2021"
"23:52:12 (lmgrd) TIMESTAMP 4/23/2021"
" 1:08:01 (ARCGIS) TIMESTAMP 4/24/2021"
" 5:52:12 (lmgrd) TIMESTAMP 4/24/2021"
" 7:13:02 (ARCGIS) TIMESTAMP 4/24/2021"
"11:52:16 (lmgrd) TIMESTAMP 4/24/2021"
"13:18:06 (ARCGIS) TIMESTAMP 4/24/2021"
"17:52:16 (lmgrd) TIMESTAMP 4/24/2021"
"19:23:06 (ARCGIS) TIMESTAMP 4/24/2021"
"23:52:16 (lmgrd) TIMESTAMP 4/24/2021"
" 1:28:06 (ARCGIS) TIMESTAMP 4/25/2021"
" 5:52:16 (lmgrd) TIMESTAMP 4/25/2021"
" 7:33:06 (ARCGIS) TIMESTAMP 4/25/2021"
"11:52:16 (lmgrd) TIMESTAMP 4/25/2021"
"13:38:06 (ARCGIS) TIMESTAMP 4/25/2021"
"17:52:16 (lmgrd) TIMESTAMP 4/25/2021"
"19:43:06 (ARCGIS) TIMESTAMP 4/25/2021"
"23:52:16 (lmgrd) TIMESTAMP 4/25/2021"
" 1:48:06 (ARCGIS) TIMESTAMP 4/26/2021"
" 5:52:16 (lmgrd) TIMESTAMP 4/26/2021"
" 7:53:06 (ARCGIS) TIMESTAMP 4/26/2021"
"11:52:16 (lmgrd) TIMESTAMP 4/26/2021"
"13:54:37 (ARCGIS) DENIED: ""Publisher"" grovesd@lt-113736  (Licensed number of users already reached. (-4,342))"
"13:54:37 (ARCGIS) DENIED: ""Publisher"" grovesd@lt-113736  (Licensed number of users already reached. (-4,342))"
"13:58:06 (ARCGIS) TIMESTAMP 4/26/2021"
"17:52:16 (lmgrd) TIMESTAMP 4/26/2021"
"20:03:06 (ARCGIS) TIMESTAMP 4/26/2021"
"23:52:16 (lmgrd) TIMESTAMP 4/26/2021"
" 2:08:06 (ARCGIS) TIMESTAMP 4/27/2021"
" 5:52:16 (lmgrd) TIMESTAMP 4/27/2021"
" 8:13:06 (ARCGIS) TIMESTAMP 4/27/2021"
" 8:15:01 (ARCGIS) DENIED: ""Publisher"" grovesd@lt-113736  (Licensed number of users already reached. (-4,342))"
" 8:15:01 (ARCGIS) DENIED: ""Publisher"" grovesd@lt-113736  (Licensed number of users already reached. (-4,342))"
"10:18:24 (ARCGIS) DENIED: ""Publisher"" grovesd@lt-113736  (Licensed number of users already reached. (-4,342))"
"10:18:24 (ARCGIS) DENIED: ""Publisher"" grovesd@lt-113736  (Licensed number of users already reached. (-4,342))"
"11:52:16 (lmgrd) TIMESTAMP 4/27/2021"
"14:18:06 (ARCGIS) TIMESTAMP 4/27/2021"
"17:52:16 (lmgrd) TIMESTAMP 4/27/2021"
"20:23:06 (ARCGIS) TIMESTAMP 4/27/2021"
"23:52:16 (lmgrd) TIMESTAMP 4/27/2021"
" 2:28:06 (ARCGIS) TIMESTAMP 4/28/2021"
" 5:52:16 (lmgrd) TIMESTAMP 4/28/2021"
" 8:33:06 (ARCGIS) TIMESTAMP 4/28/2021"
